Rank;Title;TotalCites;ImpactFactor;EigenfactorScore
6255;Gaceta Sanitaria;1399;1.581;0.00185
6255;Gaceta Sanitaria;1399;1.581;0.00185
6255;JOURNAL OF CONTEMPORARY ASIA;661;1.581;0.00119
6255;Journal of Geriatric Cardiology;687;1.581;0.00221
6255;MICROSYSTEM  TECHNOLOGIES-MICRO-AND NANOSYSTEMS-INFORMATION STORAGE AND PROCESSING SYSTEMS;3675;1.581;0.00456
6255;Social Movement Studies;677;1.581;0.00192
6255;WETLANDS ECOLOGY AND MANAGEMENT;1547;1.581;0.00159
6262;Frontiers of Structural and Civil Engineering;370;1.580;0.00110
6262;Heritage Science;278;1.580;0.00083
6262;INTERNATIONAL JOURNAL OF INTERCULTURAL RELATIONS;3047;1.580;0.00264
6262;JOURNAL OF BASIC MICROBIOLOGY;2298;1.580;0.00349
6262;JOURNAL OF NAVIGATION;1623;1.580;0.00186
6262;Marine and Coastal Fisheries;578;1.580;0.00128
6262;Technology Pedagogy and Education;426;1.580;0.00053
6269;BOSTON UNIVERSITY LAW REVIEW;1172;1.579;0.00219
6269;Biological Research for Nursing;952;1.579;0.00198
6269;COMPARATIVE EDUCATION;1206;1.579;0.00112
6269;INTERNATIONAL JOURNAL OF DEVELOPMENTAL BIOLOGY;4061;1.579;0.00368
6269;JOURNAL OF ECONOMIC DYNAMICS & CONTROL;4630;1.579;0.01149
6269;SCIENTIFIC AMERICAN;6410;1.579;0.00388
6269;TRANSACTIONS OF THE INSTITUTE OF MEASUREMENT AND CONTROL;1289;1.579;0.00202
6276;Annals of Hepatology;1492;1.576;0.00352
6276;JOURNAL OF HYDROLOGIC ENGINEERING;4270;1.576;0.00631
6276;Journal of Biological Dynamics;501;1.576;0.00128
6279;AMERICAN JOURNAL OF HUMAN BIOLOGY;3199;1.575;0.00418
6279;AMERICAN JOURNAL OF HUMAN BIOLOGY;3199;1.575;0.00418
6279;International Journal of Business Communication;76;1.575;0.00013
6279;Journal of Contemporary China;1116;1.575;0.00224
6279;OCEAN DYNAMICS;2208;1.575;0.00436
6279;Photonics and Nanostructures-Fundamentals and Applications;700;1.575;0.00164
6279;Phytochemistry Letters;2025;1.575;0.00473
6286;Analytical Cellular Pathology;322;1.574;0.00046
6286;Canadian Water Resources Journal;657;1.574;0.00078
6286;GRASS AND FORAGE SCIENCE;1859;1.574;0.00179
6286;JOURNAL OF CARDIOTHORACIC AND VASCULAR ANESTHESIA;4179;1.574;0.00666
6286;Journal of Real-Time Image Processing;634;1.574;0.00150
6286;OPHTHALMIC GENETICS;778;1.574;0.00166
6292;AFRICAN DEVELOPMENT  REVIEW-REVUE AFRICAINE DE DEVELOPPEMENT;616;1.573;0.00056
6292;ANIMAL WELFARE;1950;1.573;0.00215
6292;Mathematical Geosciences;867;1.573;0.00228
6292;RAND JOURNAL OF ECONOMICS;5056;1.573;0.00786
6292;SOCIAL & CULTURAL GEOGRAPHY;1881;1.573;0.00266
6297;Cambridge Law Journal;443;1.571;0.00028
6297;International Journal of Strategic Property Management;445;1.571;0.00044
6297;NEW GENETICS AND SOCIETY;329;1.571;0.00067
6297;NEW GENETICS AND SOCIETY;329;1.571;0.00067
6297;POPULATION AND ENVIRONMENT;1143;1.571;0.00143
6302;JOURNAL OF TURBULENCE;1246;1.570;0.00297
6303;IEEE Magnetics Letters;462;1.568;0.00191
6303;JOURNAL OF ELECTROMYOGRAPHY AND KINESIOLOGY;4927;1.568;0.00574
6303;RESEARCH IN SCIENCE EDUCATION;1459;1.568;0.00210
6303;TECHNOMETRICS;7795;1.568;0.00323
6307;JOURNAL OF PLASMA PHYSICS;1918;1.567;0.00386
6307;Macromolecular Reaction Engineering;710;1.567;0.00104
6307;RESEARCH IN NONDESTRUCTIVE EVALUATION;346;1.567;0.00037
6307;SKELETAL RADIOLOGY;5482;1.567;0.00755
6311;EDUCATIONAL RESEARCH;984;1.566;0.00073
6311;International Review of Financial Analysis;1529;1.566;0.00288
6311;JOURNAL OF ELECTRONIC MATERIALS;10072;1.566;0.01271
6311;JOURNAL OF THE OPTICAL SOCIETY OF AMERICA A-OPTICS IMAGE SCIENCE AND VISION;13980;1.566;0.01095
6315;Journal of Brand Management;1689;1.564;0.00083
6315;YONSEI MEDICAL JOURNAL;3566;1.564;0.00611
6317;International Gambling Studies;625;1.563;0.00086
6317;Journal of Hydrodynamics;1696;1.563;0.00246
6319;ANNALS OF NONINVASIVE ELECTROCARDIOLOGY;1265;1.562;0.00213
6319;CURRENT HIV RESEARCH;1024;1.562;0.00252
6319;EUROPEAN NEUROLOGY;3182;1.562;0.00337
6319;JOURNAL OF DIFFERENTIAL GEOMETRY;4148;1.562;0.00870
6319;JOURNAL OF INSECT CONSERVATION;1953;1.562;0.00360
6324;AMERICAN JOURNAL OF CLINICAL HYPNOSIS;463;1.561;0.00032
6324;ECOLOGICAL MANAGEMENT & RESTORATION;665;1.561;0.00085
6324;JOURNAL OF ENVIRONMENTAL SCIENCE AND HEALTH PART A-TOXIC/HAZARDOUS SUBSTANCES & ENVIRONMENTAL ENGINEERING;4223;1.561;0.003810
6327;BREEDING SCIENCE;1458;1.559;0.00179
6328;ANNALS OF THE ENTOMOLOGICAL SOCIETY OF AMERICA;5569;1.558;0.00304
6328;CEREAL FOODS WORLD;780;1.558;0.00025
6328;EUROPEAN JOURNAL OF CONTRACEPTION AND REPRODUCTIVE HEALTH CARE;954;1.558;0.00216
6328;JOURNAL OF PERINATAL MEDICINE;2465;1.558;0.00359
6328;Johnson Matthey Technology Review;104;1.558;0.00026
6333;JOURNAL OF COMPUTER INFORMATION SYSTEMS;928;1.557;0.00071
6334;AIAA JOURNAL;18651;1.556;0.01375
6334;ALGAE;495;1.556;0.00069
6334;SOCIOLOGY OF RELIGION;925;1.556;0.00094
6334;SOFTWARE TESTING VERIFICATION & RELIABILITY;579;1.556;0.00124
6338;BEHAVIOURAL PROCESSES;4337;1.555;0.00698
6338;BEHAVIOURAL PROCESSES;4337;1.555;0.00698
6338;International Journal of Consumer Studies;2274;1.555;0.00168
6341;Journal of Veterinary Behavior-Clinical Applications and Research;1124;1.554;0.00234
6342;Creativity and Innovation Management;1181;1.553;0.00108
6343;JOURNAL OF FOOD BIOCHEMISTRY;1673;1.552;0.00135
6343;THEORY IN BIOSCIENCES;447;1.552;0.00102
6345;Journal of Black Psychology;907;1.551;0.00080
6345;POLYMER ENGINEERING AND SCIENCE;9845;1.551;0.00572
6347;Dermatologic Therapy;1553;1.550;0.00202
6347;FEMINIST REVIEW;778;1.550;0.00044
6347;Scandinavian Actuarial Journal;703;1.550;0.00169
6347;Scandinavian Actuarial Journal;703;1.550;0.00169
6351;SOLID STATE COMMUNICATIONS;17353;1.549;0.00921
6351;Surgical Innovation;970;1.549;0.00221
6353;APPLIED ANIMAL BEHAVIOUR SCIENCE;8022;1.548;0.00578
6353;Annals of Applied Statistics;2520;1.548;0.01031
6353;Applied Neuropsychology-Adult;325;1.548;0.00107
6356;ENVIRONMENTAL ENGINEERING SCIENCE;2245;1.547;0.00255
6356;INTERNATIONAL JOURNAL OF PHOTOENERGY;2956;1.547;0.00615
6356;JOURNAL OF CANCER EDUCATION;1626;1.547;0.00384
6356;JOURNAL OF NEUROLINGUISTICS;981;1.547;0.00130
6356;JOURNAL OF NEUROLINGUISTICS;981;1.547;0.00130
6356;Journal of Managerial Psychology;2852;1.547;0.00216
6356;MARINE GEODESY;803;1.547;0.00119
6356;OXIDATION OF METALS;2757;1.547;0.00203
6356;SYSTEM;2608;1.547;0.00228
6365;EUPHYTICA;9435;1.546;0.00714
6365;EUROPEAN ARCHIVES OF OTO-RHINO-LARYNGOLOGY;7449;1.546;0.01384
6367;ACTA MECHANICA SINICA;1640;1.545;0.00323
6367;ARCHAEOMETRY;2736;1.545;0.00246
6367;Archives of Control Sciences;225;1.545;0.00021
6367;Computational and Mathematical Methods in Medicine;1946;1.545;0.00687
6367;Journal of Legal Analysis;197;1.545;0.00071
6367;Journal of the Korean Astronomical Society;258;1.545;0.00090
6367;PHYSICIAN AND SPORTSMEDICINE;1124;1.545;0.00169
6367;Psychosocial Intervention;365;1.545;0.00060
6367;THEORETICAL CHEMISTRY ACCOUNTS;6961;1.545;0.00646
6376;BRAIN & DEVELOPMENT;3855;1.544;0.00498
6377;British Journal of Politics & International Relations;955;1.543;0.00191
6377;DISEASES OF AQUATIC ORGANISMS;6014;1.543;0.00431
6377;INTERNATIONAL JOURNAL OF PRESSURE VESSELS AND PIPING;3523;1.543;0.00270
6380;Educational Management Administration & Leadership;938;1.542;0.00096
6380;JOURNAL OF EUROPEAN SOCIAL POLICY;1495;1.542;0.00269
6380;Structural Change and Economic Dynamics;923;1.542;0.00106
6380;VIRUS GENES;2525;1.542;0.00407
6384;GERIATRIC NURSING;963;1.541;0.00157
6384;GERIATRIC NURSING;963;1.541;0.00157
6384;INTERNATIONAL JOURNAL OF DERMATOLOGY;7223;1.541;0.00775
6384;JOURNAL OF THE MEDICAL LIBRARY ASSOCIATION;932;1.541;0.00089
6384;Journal of Business Finance & Accounting;2012;1.541;0.00139
6384;MULTIMEDIA TOOLS AND APPLICATIONS;4753;1.541;0.00831
6390;EUROPEAN ECONOMIC REVIEW;6184;1.540;0.01337
6390;PEDIATRIC CARDIOLOGY;4326;1.540;0.00844
6390;TEXTILE RESEARCH JOURNAL;6674;1.540;0.00377
6393;Tobacco Induced Diseases;436;1.539;0.00101
6393;Tobacco Induced Diseases;436;1.539;0.00101
6395;APPLIED MATHEMATICS AND MECHANICS-ENGLISH EDITION;2089;1.538;0.00249
6395;IEEE Design & Test;1199;1.538;0.00149
6395;Journal of Oral & Facial Pain and Headache;300;1.538;0.00115
6395;PHARMACOLOGY;2240;1.538;0.00193
6395;POPULATION STUDIES-A JOURNAL OF DEMOGRAPHY;1746;1.538;0.00145
6400;Accounting and Finance;1159;1.537;0.00069
6400;JOURNAL OF INVASIVE CARDIOLOGY;1950;1.537;0.00381
6400;Tourist Studies;601;1.537;0.00054
6403;ANNALS OF PLASTIC SURGERY;8452;1.536;0.01098
6403;Algorithms for Molecular Biology;719;1.536;0.00216
6403;EUROPEAN PHYSICAL JOURNAL B;8381;1.536;0.01131
6403;JOURNAL OF DIGITAL IMAGING;1680;1.536;0.00275
6403;JOURNAL OF NEUROGENETICS;603;1.536;0.00136
6403;MEDICAL PRINCIPLES AND PRACTICE;1595;1.536;0.00243
6403;NUMERICAL ALGORITHMS;2468;1.536;0.00633
6403;THORACIC AND CARDIOVASCULAR SURGEON;1731;1.536;0.00267
6411;ACM Transactions on Computing Education;306;1.535;0.00063
6412;JOURNAL OF APPLIED BEHAVIOR ANALYSIS;4388;1.534;0.00238
6412;Seminars in Ophthalmology;1125;1.534;0.00216
6414;American Journal of Hospice & Palliative Medicine;1620;1.533;0.00348
6415;JOURNAL OF AFRICAN EARTH SCIENCES;4783;1.532;0.00573
6415;JOURNAL OF CUTANEOUS PATHOLOGY;3796;1.532;0.00362
6415;JOURNAL OF HEALTH POPULATION AND NUTRITION;1771;1.532;0.00228
6415;JOURNAL OF SUPERCOMPUTING;2421;1.532;0.00594
6415;Jornal Brasileiro de Pneumologia;1433;1.532;0.00165
6420;AMERICAN JOURNAL OF ORTHOPSYCHIATRY;4018;1.531;0.00328
6420;ANNALS OF HUMAN BIOLOGY;2066;1.531;0.00260
6420;ANNALS OF HUMAN BIOLOGY;2066;1.531;0.00260
6420;DRUG AND CHEMICAL TOXICOLOGY;1062;1.531;0.00131
6420;ECOLOGICAL RESEARCH;3185;1.531;0.00350
6420;EVALUATION & THE HEALTH PROFESSIONS;1148;1.531;0.00142
6420;EVALUATION & THE HEALTH PROFESSIONS;1148;1.531;0.00142
6420;Journal of Esthetic and Restorative Dentistry;1013;1.531;0.00114
6420;METHODS OF INFORMATION IN MEDICINE;1462;1.531;0.00209
6420;VIRAL IMMUNOLOGY;1298;1.531;0.00187
6430;JOURNAL OF COMMUNITY HEALTH;2573;1.530;0.00690
6430;JOURNAL OF ULTRASOUND IN MEDICINE;6500;1.530;0.00870
6432;ADVANCES IN SPACE RESEARCH;10015;1.529;0.01290
6432;ANNALS OF HUMAN GENETICS;2031;1.529;0.00192
6432;Journal of Cosmetic Dermatology;950;1.529;0.00148
6432;NEW ZEALAND VETERINARY JOURNAL;1517;1.529;0.00169
6436;ASIAN JOURNAL OF CONTROL;2117;1.528;0.00421
6436;Globalizations;816;1.528;0.00182
6436;JOURNAL OF BIOSCIENCES;2472;1.528;0.00266
6436;Paediatrics and International Child Health;409;1.528;0.00176
6436;SIAM JOURNAL ON MATHEMATICAL ANALYSIS;5674;1.528;0.01615
6441;Biosemiotics;200;1.527;0.00016
6441;Biosemiotics;200;1.527;0.00016
6441;CELL AND TISSUE BANKING;905;1.527;0.00158
6441;ISOTOPES IN ENVIRONMENTAL AND HEALTH STUDIES;809;1.527;0.00132
6441;International Journal of Coal Preparation and Utilization;285;1.527;0.00058
6441;Journal of Drugs in Dermatology;2758;1.527;0.00567
6441;RADIATION AND ENVIRONMENTAL BIOPHYSICS;1362;1.527;0.00174
6441;TELECOMMUNICATION SYSTEMS;1478;1.527;0.00245
6449;BIOLOGICAL BULLETIN;4877;1.526;0.00189
6449;DEVELOPMENT AND CHANGE;3166;1.526;0.00395
6449;IMF Economic Review;491;1.526;0.00476
6449;JOURNAL OF DEVELOPMENT STUDIES;3435;1.526;0.00548
6449;TOTAL QUALITY MANAGEMENT & BUSINESS EXCELLENCE;2936;1.526;0.00100
6454;JOURNAL OF FOURIER ANALYSIS AND APPLICATIONS;1532;1.525;0.00536
6454;Knowledge and Management of Aquatic Ecosystems;602;1.525;0.00126
6454;MANAGEMENT DECISION;4203;1.525;0.00235
6454;Pharmacognosy Magazine;1458;1.525;0.00209
6458;BIOMETRICS;20622;1.524;0.01343
6458;Homeopathy;460;1.524;0.00048
6458;Operations Management Research;212;1.524;0.00013
6458;Progress in Tumor Research;41;1.524;0.00018
6458;Remote Sensing Letters;1227;1.524;0.00357
6458;THERAPIE;675;1.524;0.00069
6464;Metrology and Measurement Systems;545;1.523;0.00080
6464;POLITICAL RESEARCH QUARTERLY;2818;1.523;0.00515
6466;ACTA ODONTOLOGICA SCANDINAVICA;3357;1.522;0.00346
6466;COMPUTER AIDED GEOMETRIC DESIGN;1517;1.522;0.00319
6466;JOURNAL OF INTERVENTIONAL CARDIAC ELECTROPHYSIOLOGY;1569;1.522;0.00436
6466;Physical Communication;618;1.522;0.00128
6470;Food Science & Nutrition;627;1.521;0.00153
6470;IEEE Computer Architecture Letters;303;1.521;0.00087
6470;JOURNAL OF DYNAMIC SYSTEMS MEASUREMENT AND CONTROL-TRANSACTIONS OF THE ASME;4626;1.521;0.00448
6470;Journal of Primary Prevention;1116;1.521;0.00174
6470;Mine Water and the Environment;731;1.521;0.00092
6470;PROCEEDINGS OF THE GEOLOGISTS ASSOCIATION;1442;1.521;0.00141
6470;Perspectives in Public Health;527;1.521;0.00129
6470;Rice Science;492;1.521;0.00072
6470;SCHOOL PSYCHOLOGY REVIEW;2194;1.521;0.00177
6470;SEMINARS IN MUSCULOSKELETAL RADIOLOGY;802;1.521;0.00131
6480;IEEE TRANSACTIONS ON ELECTROMAGNETIC COMPATIBILITY;4392;1.520;0.00418
6480;Saudi Journal of Gastroenterology;809;1.520;0.00148
6480;Swarm Intelligence;568;1.520;0.00060
6483;AMEGHINIANA;1363;1.519;0.00133
6483;JOURNAL OF PHONETICS;2611;1.519;0.00248
6483;JOURNAL OF PSYCHOLOGY;2914;1.519;0.00194
6483;NORTH AMERICAN JOURNAL OF FISHERIES MANAGEMENT;4574;1.519;0.00306
6487;CLINICAL TRANSPLANTATION;4205;1.518;0.00790
6487;ENDOCRINE RESEARCH;717;1.518;0.00080
6487;Korean Journal of Metals and Materials;620;1.518;0.00119
6490;INTERNATIONAL JOURNAL OF IMPOTENCE RESEARCH;1946;1.517;0.00123
6490;Journal of Computing in Higher Education;321;1.517;0.00033
6492;Cross Cultural & Strategic Management;62;1.516;0.00009
6492;LAW PROBABILITY & RISK;216;1.516;0.00062
6492;LAW PROBABILITY & RISK;216;1.516;0.00062
6492;MANAGEMENT LEARNING;1412;1.516;0.00095
6492;PSICOTHEMA;2759;1.516;0.00234
6497;AEROBIOLOGIA;1159;1.515;0.00117
6497;Arquivos Brasileiros de Endocrinologia e Metabologia;1547;1.515;0.00199
6497;GENE EXPRESSION PATTERNS;1503;1.515;0.00131
6497;Reaction Kinetics Mechanisms and Catalysis;1350;1.515;0.00211
6497;SYSTEMATIC BOTANY;2747;1.515;0.00304
6502;Advances in Computers;397;1.514;0.00035
6502;China Communications;1317;1.514;0.00336
6502;ENVIRONMENTAL BIOLOGY OF FISHES;5681;1.514;0.00444
6502;Iranian Journal of Basic Medical Sciences;1476;1.514;0.00305
6502;OTOLARYNGOLOGIC CLINICS OF NORTH AMERICA;2564;1.514;0.00310
6502;Peer-to-Peer Networking and Applications;475;1.514;0.00091
6508;ANNALS OF OTOLOGY RHINOLOGY AND LARYNGOLOGY;6589;1.513;0.00412
6508;JOURNAL OF MOTOR BEHAVIOR;2216;1.513;0.00178
6508;JOURNAL OF MOTOR BEHAVIOR;2216;1.513;0.00178
6508;Journal of Economic Policy Reform;194;1.513;0.00037
6508;PHLEBOLOGY;1245;1.513;0.00204
6513;AMERICAN JOURNAL OF MANAGED CARE;4169;1.512;0.01042
6513;AMERICAN JOURNAL OF MANAGED CARE;4169;1.512;0.01042
6513;Differences-A Journal of Feminist Cultural Studies;451;1.512;0.00074
6513;IEEE TRANSACTIONS ON DEVICE AND MATERIALS RELIABILITY;1841;1.512;0.00327
6513;Journal of Aging & Social Policy;433;1.512;0.00063
6513;Medical Ultrasonography;739;1.512;0.00175
6513;OXFORD BULLETIN OF ECONOMICS AND STATISTICS;2992;1.512;0.00402
6513;OXFORD BULLETIN OF ECONOMICS AND STATISTICS;2992;1.512;0.00402
6521;BMC Medical Education;3452;1.511;0.00811
6521;BMC Medical Education;3452;1.511;0.00811
6521;JOURNAL OF FORAMINIFERAL RESEARCH;1364;1.511;0.00085
6521;Ophthalmic Surgery Lasers & Imaging Retina;2621;1.511;0.00446
6521;Policing & Society;889;1.511;0.00123
6526;JOURNAL OF FOOD PROCESSING AND PRESERVATION;2594;1.510;0.00338
6526;JOURNAL OF FOOD PROTECTION;12072;1.510;0.00924
6528;HUMAN AND ECOLOGICAL RISK ASSESSMENT;1962;1.508;0.00197
6528;INDIAN JOURNAL OF MEDICAL RESEARCH;5636;1.508;0.00610
6528;INTERNATIONAL JOURNAL OF LANGUAGE & COMMUNICATION DISORDERS;2089;1.508;0.00278
6528;INTERNATIONAL JOURNAL OF LANGUAGE & COMMUNICATION DISORDERS;2089;1.508;0.00278
6528;International Journal of Clinical Pharmacy;1415;1.508;0.00404
6528;JAVMA-JOURNAL OF THE AMERICAN VETERINARY MEDICAL ASSOCIATION;11392;1.508;0.00743
6528;UROLOGIA INTERNATIONALIS;2671;1.508;0.00332
6535;FARMACIA;826;1.507;0.00065
6535;JOURNAL OF MOLECULAR MODELING;5603;1.507;0.00915
6537;Abdominal Radiology;533;1.506;0.00122
6537;IET Optoelectronics;330;1.506;0.00061
6539;ChemistrySelect;2103;1.505;0.00354
6539;FOLIA PARASITOLOGICA;1396;1.505;0.00157
6541;BIOSTATISTICS;3600;1.504;0.00680
6541;BRITISH JOURNAL OF SOCIOLOGY OF EDUCATION;2135;1.504;0.00210
6541;INTERNATIONAL JOURNAL OF TOXICOLOGY;1428;1.504;0.00144
6541;SHOCK WAVES;1598;1.504;0.00196
6545;Journal of Business Economics and Management;641;1.503;0.00079
6546;INTERNATIONAL JOURNAL OF BIFURCATION AND CHAOS;6094;1.501;0.00722
6547;ACTA NEUROBIOLOGIAE EXPERIMENTALIS;1260;1.500;0.00093
6547;ACTA SOCIOLOGICA;1012;1.500;0.00126
6547;CAREER DEVELOPMENT QUARTERLY;848;1.500;0.00074
6547;ECONOMIC BOTANY;2476;1.500;0.00075
6547;EPILEPTIC DISORDERS;1207;1.500;0.00206
6547;EUROPEAN JOURNAL OF COMMUNICATION;1179;1.500;0.00171
6547;Environmental Engineering Research;397;1.500;0.00055
6547;Games and Culture;479;1.500;0.00095
6547;Hepatobiliary & Pancreatic Diseases International;1547;1.500;0.00252
6547;JOURNAL OF CHEMOMETRICS;3171;1.500;0.00179
6547;Journal of Earth Science;898;1.500;0.00216
6547;Journal of Semantics;555;1.500;0.00069
6547;LAND ECONOMICS;3193;1.500;0.00279
6547;MATHEMATICAL BIOSCIENCES;5096;1.500;0.00495
6547;PALAEONTOGRAPHICA ABTEILUNG A-PALAOZOOLOGIE-STRATIGRAPHIE;664;1.500;0.00030
6547;POLAR RESEARCH;1523;1.500;0.00169
6547;Proceedings of the Institution of Civil Engineers-Engineering Sustainability;336;1.500;0.00051
6547;RARE METALS;1471;1.500;0.00179
6547;STRUCTURAL DESIGN OF TALL AND SPECIAL BUILDINGS;1076;1.500;0.00139
6547;Transcultural Psychiatry;1189;1.500;0.00176
6547;Willdenowia;614;1.500;0.00065
6568;OPTOMETRY AND VISION SCIENCE;5601;1.499;0.00754
6569;JOURNAL OF ALTERNATIVE AND COMPLEMENTARY MEDICINE;4117;1.498;0.00385
6569;SCANDINAVIAN JOURNAL OF CLINICAL & LABORATORY INVESTIGATION;3413;1.498;0.00321
6571;3 Biotech;1108;1.497;0.00221
6571;ACTA VETERINARIA SCANDINAVICA;2024;1.497;0.00292
6571;CLINICAL MEDICINE;1632;1.497;0.00332
6571;EUROPEAN JOURNAL OF MARKETING;6306;1.497;0.00281
6571;JOURNAL OF COMPUTER AND SYSTEM SCIENCES;3760;1.497;0.00541
6576;DEVELOPMENT GROWTH & DIFFERENTIATION;2022;1.496;0.00296
6576;INTERNATIONAL NURSING REVIEW;1289;1.496;0.00175
6576;INTERNATIONAL NURSING REVIEW;1289;1.496;0.00175
6576;JOURNAL OF STATISTICAL PHYSICS;9203;1.496;0.01547
6576;TRANSACTIONS OF THE AMERICAN MATHEMATICAL SOCIETY;14927;1.496;0.03088
6581;AMERICAN JOURNAL OF PHARMACEUTICAL EDUCATION;3576;1.495;0.00245
6581;American Economic Journal-Microeconomics;734;1.495;0.00893
6581;INTERNATIONAL FORESTRY REVIEW;972;1.495;0.00122
6581;JOURNAL OF MATERIALS RESEARCH;15593;1.495;0.01134
6581;NUCLEAR MEDICINE COMMUNICATIONS;2848;1.495;0.00423
6586;AUSTRALIAN DENTAL JOURNAL;2662;1.494;0.00265
6586;Asia-Pacific Journal of Clinical Oncology;729;1.494;0.00197
6586;EUROPEAN JOURNAL OF PEDIATRIC SURGERY;1605;1.494;0.00294
6586;HEAT AND MASS TRANSFER;4217;1.494;0.00381
6586;INTERNATIONAL JOURNAL OF STD & AIDS;2887;1.494;0.00537
6586;Journal of Lower Genital Tract Disease;1091;1.494;0.00286
6586;Oncology Research and Treatment;467;1.494;0.00134
6586;Palliative & Supportive Care;1282;1.494;0.00269
6594;BIRD CONSERVATION INTERNATIONAL;965;1.493;0.00144
6594;GENETICS AND MOLECULAR BIOLOGY;2198;1.493;0.00273
6594;Journal of Maternal-Fetal & Neonatal Medicine;6604;1.493;0.01763
6594;Research in Social Stratification and Mobility;666;1.493;0.00207
6598;BRAZILIAN JOURNAL OF MEDICAL AND BIOLOGICAL RESEARCH;4846;1.492;0.00392
6598;JOURNAL OF ATMOSPHERIC AND SOLAR-TERRESTRIAL PHYSICS;6267;1.492;0.00671
6598;UHOD-Uluslararasi Hematoloji-Onkoloji Dergisi;276;1.492;0.00057
6598;VETERINARY QUARTERLY;967;1.492;0.00060
6602;Current Problems in Pediatric and Adolescent Health Care;575;1.491;0.00116
6602;JOURNAL OF LOW FREQUENCY NOISE VIBRATION AND ACTIVE CONTROL;321;1.491;0.00036
6602;JOURNAL OF NONLINEAR OPTICAL PHYSICS & MATERIALS;573;1.491;0.00053
6602;Journal of Empirical Legal Studies;735;1.491;0.00218
6606;AGRICULTURAL AND FOREST ENTOMOLOGY;1342;1.490;0.00178
6606;AQUACULTURAL ENGINEERING;1957;1.490;0.00132
6606;JOURNAL OF CHEMOTHERAPY;1326;1.490;0.00177
6606;TECHNOLOGY ANALYSIS & STRATEGIC MANAGEMENT;1932;1.490;0.00156
6610;ACM Transactions on Knowledge Discovery from Data;895;1.489;0.00222
6610;Big Data;294;1.489;0.00093
6610;Electronic Commerce Research;519;1.489;0.00067
6610;JOURNAL OF FAMILY ISSUES;3424;1.489;0.00389
6610;REVISTA DO INSTITUTO DE MEDICINA TROPICAL DE SAO PAULO;1966;1.489;0.00203
6610;SKIN RESEARCH AND TECHNOLOGY;1872;1.489;0.00220
6616;CANADIAN JOURNAL OF PUBLIC HEALTH-REVUE  CANADIENNE DE SANTE PUBLIQUE;2797;1.488;0.00403
6616;Information Retrieval Journal;871;1.488;0.00074
6616;MAGAZINE OF CONCRETE RESEARCH;2601;1.488;0.00233
6619;Journal of Physiological Anthropology;629;1.487;0.00091
6620;AUSTRALIAN JOURNAL OF AGRICULTURAL AND RESOURCE ECONOMICS;937;1.486;0.00103
6620;AUSTRALIAN JOURNAL OF AGRICULTURAL AND RESOURCE ECONOMICS;937;1.486;0.00103
6620;SIAM JOURNAL ON APPLIED DYNAMICAL SYSTEMS;1339;1.486;0.00422
6623;JOURNAL OF THE PHYSICAL SOCIETY OF JAPAN;17319;1.485;0.01704
6623;Lubrication Science;640;1.485;0.00075
6625;AESTHETIC PLASTIC SURGERY;3405;1.484;0.00431
6625;BEHAVIOUR;5274;1.484;0.00326
6625;BULLETIN OF MATHEMATICAL BIOLOGY;3736;1.484;0.00447
6625;CLINICAL AND EXPERIMENTAL DERMATOLOGY;4672;1.484;0.00475
6629;EUROPEAN JOURNAL OF PSYCHOLOGY OF EDUCATION;1243;1.483;0.00165
6629;FIRE TECHNOLOGY;1318;1.483;0.00176
6629;JOURNAL OF EVALUATION IN CLINICAL PRACTICE;3416;1.483;0.00581
6629;JOURNAL OF MOLLUSCAN STUDIES;1819;1.483;0.00160
6629;Review of Managerial Science;292;1.483;0.00044
6634;OCCUPATIONAL MEDICINE-OXFORD;3187;1.482;0.00313
6635;Canadian Journal of Emergency Medicine;1009;1.481;0.00166
6635;JOURNAL OF WATERWAY PORT COASTAL AND OCEAN ENGINEERING;1846;1.481;0.00189
6635;PROBLEMS OF POST-COMMUNISM;311;1.481;0.00109
6635;Transnational Environmental Law;145;1.481;0.00024
6639;BULLETIN OF ENVIRONMENTAL CONTAMINATION AND TOXICOLOGY;7107;1.480;0.00574
6640;GENERAL PHYSIOLOGY AND BIOPHYSICS;874;1.479;0.00088
6640;HEALTH EDUCATION RESEARCH;4324;1.479;0.00385
6640;International Journal of Analytical Chemistry;349;1.479;0.00074
6643;Demographic Research;2126;1.478;0.00478
6643;Frontiers of Materials Science;484;1.478;0.00115
6643;Journal of Medical Imaging and Radiation Oncology;1113;1.478;0.00266
6643;STUDIES IN FAMILY PLANNING;1725;1.478;0.00254
6647;CANADIAN GEOGRAPHER-GEOGRAPHE CANADIEN;1094;1.477;0.00100
6648;ANNALS OF NUCLEAR ENERGY;5640;1.476;0.01420
6648;Fottea;323;1.476;0.00059
6648;MATHEMATICS AND COMPUTERS IN SIMULATION;3426;1.476;0.00428
